seed,n_splits,rare_classes,cv_acc_nonrare,cv_logloss_nonrare,best_iter_mean
1,5,0,0.8035371011149558,0.6187202206376886,1008.6
42,5,0,0.803921568627451,0.6199105113569111,1048.8
1337,5,0,0.8046905036524413,0.6183297117381831,1014.2
2026,5,0,0.8062283737024222,0.6200452331684985,976.6
777,5,0,0.8031526336024606,0.6214586151907692,992.8
