feature,fold_1,fold_2,fold_3,fold_4,fold_5,mean_imp,std_imp,pos_ratio
rv_acc_std,-5.407936340739994e-05,0.00010993878081932973,0.00019225853770388213,4.72791027625874e-05,0.00039884632704700884,0.00013884867698508164,0.0001709483760152553,0.8
movement_efficiency,0.00020770531828462335,0.00023372565433799064,8.289792926241546e-05,-2.375768792473032e-06,0.00013128589560285064,0.00013064780573908142,9.557540525005521e-05,0.8
alt_std,0.00021134999016780842,0.0002498458026549688,0.00018311183157582178,-0.0003019137970614594,0.0002666729939050372,0.00012181336424843536,0.00023911066177505794,0.8
acceleration_mean_xy,8.257679404444218e-05,0.0003213083864124222,7.458907452451147e-05,1.5984112602396294e-06,9.007046929498941e-05,0.00011402862710732097,0.00012116532248307472,1.0
hull_to_bbox_ratio,0.00019412088135706274,4.082488458478917e-05,8.452576398698675e-06,0.0002834783713754341,-1.8647471100585733e-07,0.00010533804780099576,0.00012678774986748725,0.8
ix_heading_turn_efficiency_x_speed,-2.283970023053694e-05,0.00012026563769573784,-2.0652024153022808e-06,0.00039505401097683635,-1.8136827548809187e-05,9.445558369558515e-05,0.00017802883911325473,0.4
positive_rv_ratio,3.890051884836154e-05,0.0,-1.4144303965291094e-05,0.00042648008113588265,1.3941430723307668e-05,9.303554534845215e-05,0.00018742656649085038,0.6
acc_energy_vertical_mean,4.4064259877796275e-05,0.00019515664704128355,9.027050929688585e-05,6.153382399154417e-05,5.436947604542386e-05,8.907894325058674e-05,6.173269291664515e-05,1.0
acc_energy_vertical_max,2.0548931187858166e-05,0.00010770070771826123,0.0004129693049651495,-5.9435597357548886e-05,-5.1623604025441416e-05,8.603194849765572e-05,0.00019477901181446893,0.6
hd_turn_acf1,0.0002320263623393215,-0.0001751704144857813,-2.9843048326649857e-05,9.900696601605752e-05,0.00010033470147807755,4.527091340420508e-05,0.00015413765609278434,0.6
climb_descent_ratio,1.953305186486176e-07,1.5901247538141483e-05,0.0,9.956789389287124e-05,3.89845074131312e-05,3.0929795872558505e-05,4.154270024985324e-05,0.8
speed_dom_freq,-0.00013760838005039133,0.00011433694258888849,4.7441573229112244e-05,6.957084615888398e-05,3.030234028311707e-05,2.480866444192209e-05,9.609980603005711e-05,0.8
negative_rv_ratio,2.6941082442832887e-05,5.0989137638568494e-05,0.0,0.0,-4.5572816682604156e-05,6.471480679759445e-06,3.603191429052912e-05,0.4
climb_segments_count,-3.5507404934964626e-05,0.0,4.777554730717171e-07,4.704388449694452e-05,9.043887826409858e-06,4.211624572292294e-06,2.944161223250376e-05,0.6
climb_episode_max_len,-3.244794410939278e-08,0.0,2.3360858381060723e-07,0.0,0.0,4.023212794024289e-08,1.0900999829594006e-07,0.2
stop_ratio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rv_sign_changes,7.5241714690976735e-06,0.0,-4.515826022377656e-05,2.163782589070795e-05,0.0,-3.199252572794187e-06,2.5064422229968934e-05,0.4
descent_episode_count,0.0,0.0,-7.2339009665634e-05,0.0,-1.1084727038146447e-05,-1.668474734075609e-05,3.147975350836855e-05,0.0
ix_turn_peak_vs_mean,7.618068318004934e-05,0.0001577200217802721,-0.00027102872505113673,-8.299489527296977e-05,1.637050746516877e-05,-2.0750481579723256e-05,0.00016518088970132066,0.6
ix_hull_area_log,-0.0006541921681899598,-3.867446912386718e-05,0.00033078626796878563,7.777522752294708e-05,9.631631896189763e-05,-3.759776457203934e-05,0.00036984473849520783,0.6
