iter	MultiClass
492	0.2361350268
493	0.2355434827
494	0.2352598173
495	0.2350755039
496	0.2346241139
497	0.2342550249
498	0.233898861
499	0.2336456266
500	0.2334989064
501	0.2330471752
502	0.2326773584
503	0.2321943633
504	0.23184232
505	0.2315778391
506	0.2311256872
507	0.2307741
508	0.2301608241
509	0.2299622217
510	0.2294826488
511	0.2290905246
512	0.2287328304
513	0.2283726265
514	0.2282341622
515	0.2279623919
516	0.2276171003
517	0.2271065926
518	0.2265548567
519	0.2264547061
520	0.2261698163
521	0.226016228
522	0.2255675899
523	0.2251857066
524	0.2248367698
525	0.2244578423
526	0.2238699243
527	0.223519293
528	0.2232535703
529	0.2224673078
530	0.2221735398
531	0.2220169363
532	0.2218895121
533	0.2215487297
534	0.2213154487
535	0.2211021811
536	0.2207352767
537	0.2205032649
538	0.2201758519
539	0.2195832877
540	0.2193410395
541	0.2191856372
542	0.2186616833
543	0.2183780308
544	0.218318497
545	0.2179618992
546	0.2176095636
547	0.2172657598
548	0.217058315
549	0.2166454917
550	0.2164724874
551	0.216135227
552	0.2160311227
553	0.2157572549
554	0.2154324051
555	0.2151808422
556	0.2148140183
557	0.2142286193
558	0.2141662359
559	0.2137681658
560	0.2135664284
561	0.2131523521
562	0.2130237587
563	0.2126199385
564	0.212349251
565	0.2120268031
566	0.2116072196
567	0.2113669993
568	0.2111787356
569	0.2108318461
570	0.2106292144
571	0.2101061408
572	0.2097437907
573	0.2096861084
574	0.2094651944
575	0.2092251782
576	0.2086165054
577	0.2080791532
578	0.2075626775
579	0.2073859313
580	0.207254946
581	0.2068646861
582	0.2064143502
583	0.2061041791
584	0.2058532543
585	0.205625373
586	0.2053215685
587	0.2049815836
588	0.2047660774
589	0.2045828253
590	0.2038745083
591	0.2035518866
592	0.2030570758
593	0.2028203315
594	0.2024939781
595	0.2020982848
596	0.2018805747
597	0.2016036627
598	0.2013992962
599	0.2008345441
600	0.2006857768
601	0.2003813674
602	0.2002306441
603	0.1999951145
604	0.199596071
605	0.1992840708
606	0.1990328608
607	0.1989562844
608	0.1987831227
609	0.1984641138
610	0.1981854791
611	0.198088034
612	0.1979144789
613	0.1975768383
614	0.197243706
615	0.1969459991
616	0.1967357485
617	0.1966339681
618	0.1962671212
619	0.1960573027
620	0.1958358614
621	0.1957409799
622	0.1955249837
623	0.1951806578
624	0.195092767
625	0.1947975555
626	0.19414611
627	0.1940631823
628	0.1935977646
629	0.1934378621
630	0.1931218002
631	0.1928551564
632	0.1926699783
633	0.1923425068
634	0.1920398343
635	0.1916888364
636	0.1915877798
637	0.1911906894
638	0.1910165316
639	0.190598925
640	0.1902443098
641	0.1899924384
642	0.1897273174
643	0.1896375172
644	0.1893794899
645	0.1891986705
646	0.1891068833
647	0.1889550379
648	0.1888848752
649	0.1885623052
650	0.1884577118
651	0.1882423745
652	0.1879396888
653	0.1875711483
654	0.1872892789
655	0.1872194561
656	0.1869280667
657	0.1868145487
658	0.1867414786
659	0.1864984634
660	0.1861814235
661	0.1859504655
662	0.1855791725
663	0.1853340361
664	0.1852125941
665	0.185156536
666	0.1849812916
667	0.1848241151
668	0.1844387576
669	0.1841578092
670	0.1838869806
671	0.1837143499
672	0.1834030294
673	0.1833306461
674	0.1831621465
675	0.1830569589
676	0.1826580493
677	0.1825681787
678	0.1822964437
679	0.182126198
680	0.1819741903
681	0.1816464359
682	0.1814930021
683	0.1813616838
684	0.1811550871
685	0.1808722779
686	0.1807582661
687	0.1806099566
688	0.1804157083
689	0.1801571008
690	0.1796694135
691	0.1793581517
692	0.1792540585
693	0.1789353062
694	0.1785575657
695	0.1782325204
696	0.1778618375
697	0.1776384695
698	0.1772804131
699	0.177220134
700	0.1769519016
701	0.176422452
702	0.1761205765
703	0.1758170409
704	0.1756081092
705	0.1755179329
706	0.1753830423
707	0.1750853132
708	0.1746749957
709	0.1745750438
710	0.1742148837
711	0.1740885272
712	0.1738560552
713	0.1735783118
714	0.1733951148
715	0.1732086873
716	0.1728380487
717	0.1724616894
718	0.1722134625
719	0.171758223
720	0.1716268307
721	0.1714442564
722	0.1712957304
723	0.1711157996
724	0.1709890103
725	0.1708706161
726	0.1707638459
727	0.1704282849
728	0.1702788144
729	0.1700217531
730	0.1697287114
731	0.1693526674
732	0.168929375
733	0.1685264917
734	0.1682595769
735	0.1681176792
736	0.1680445484
737	0.1679230637
738	0.1678010177
739	0.1674063101
740	0.1672216818
741	0.1669291193
742	0.1666803672
743	0.1666090625
744	0.1662739228
745	0.1660411913
746	0.1658993773
747	0.1656652369
748	0.1654425711
749	0.1649897061
750	0.1648846282
751	0.1646586984
752	0.1643893215
753	0.1642502959
754	0.1640310375
755	0.1636740527
756	0.1632629697
757	0.1630534502
758	0.1628888993
759	0.1626756634
760	0.1625627258
761	0.1623443074
762	0.1621296047
763	0.1619308084
764	0.1618538147
765	0.1616143492
766	0.1614184206
767	0.1610901828
768	0.1610223634
769	0.1607617343
770	0.1604655337
771	0.1603762251
772	0.1600090477
773	0.1597869424
774	0.1596746662
775	0.1596236295
776	0.1593525076
777	0.1591499887
778	0.1588805974
779	0.1587320408
780	0.1586018662
781	0.1584234128
782	0.1582197721
783	0.1580398282
784	0.1577253471
785	0.1574899117
786	0.157369767
787	0.1570035422
788	0.156868891
789	0.156511963
790	0.1562519009
791	0.1561066891
792	0.155831777
793	0.1555596588
794	0.155178034
795	0.1549795091
796	0.1548522013
797	0.1547127318
798	0.1545909134
799	0.1544886079
800	0.1541353635
801	0.153988676
802	0.153944213
803	0.153801497
804	0.1536264343
805	0.1534058226
806	0.1529906433
807	0.1527335822
808	0.1525010522
809	0.1522910294
810	0.1522178631
811	0.1520225347
812	0.1518139241
813	0.1516787378
814	0.1515616331
815	0.1514254771
816	0.1511050794
817	0.1508421914
818	0.1507663162
819	0.1506686386
820	0.1503752821
821	0.1502441426
822	0.1501158864
823	0.1499615675
824	0.1498460321
825	0.1496065873
826	0.1494061068
827	0.1490953111
828	0.1488014985
829	0.1485060932
830	0.1482711198
831	0.1480572871
832	0.147852875
833	0.1477295781
834	0.1475902412
835	0.1474730899
836	0.1472588701
837	0.1470897408
838	0.1469560249
839	0.1467125865
840	0.1463832987
841	0.1461049475
842	0.1458973153
843	0.1458467852
844	0.1456135009
845	0.1454909964
846	0.1453529152
847	0.145176346
848	0.1450429269
849	0.1448731768
850	0.1447534608
851	0.1445246327
852	0.144253767
853	0.1440454329
854	0.1439204968
855	0.1436704324
856	0.1436033403
857	0.1434550491
858	0.1433350203
859	0.143093429
860	0.1429857735
861	0.142769058
862	0.1426290822
863	0.1425777178
864	0.1423764085
865	0.1422120334
866	0.1419813782
867	0.1419050348
868	0.1417756848
869	0.1416692369
870	0.1413858962
871	0.1411572126
872	0.1409322815
873	0.1408073629
874	0.1406780226
875	0.1405718823
876	0.1403880141
877	0.1401303115
878	0.1400370926
879	0.1399294082
880	0.1398605252
881	0.1397744403
882	0.1396058381
883	0.1394778725
884	0.1391887887
885	0.139143297
886	0.139005354
887	0.1388879536
888	0.1386443996
889	0.1383981931
890	0.1381530878
891	0.1380688535
892	0.1377497954
893	0.1374627674
894	0.137266141
895	0.1372321402
896	0.1371058512
897	0.1369626988
898	0.1367500094
899	0.1366706443
900	0.136586718
901	0.1363703846
902	0.1361541157
903	0.1360717471
904	0.1359960573
905	0.1357665111
906	0.1354418203
907	0.1351564144
908	0.1349369282
909	0.1347754608
910	0.1347134722
911	0.1344282611
912	0.1341785488
913	0.1340148124
914	0.1338929864
915	0.1336912013
916	0.1336250729
917	0.1334058418
918	0.1332293334
919	0.1331093598
920	0.1328907452
921	0.1328162331
922	0.1327259601
923	0.1325707188
924	0.132364303
925	0.1320679932
926	0.1319086622
927	0.1317939979
928	0.1315566787
929	0.131386177
930	0.1312243977
931	0.131113303
932	0.1309397312
933	0.1307138383
934	0.1305392596
935	0.1303283103
936	0.1302821667
937	0.1301844565
938	0.1300045027
939	0.1299098226
940	0.1296887873
941	0.1295666427
942	0.1294191838
943	0.1292421319
944	0.1291034936
945	0.1290295253
946	0.1288534059
947	0.1287138265
948	0.128372743
949	0.1282316822
950	0.1281687845
951	0.1281097424
952	0.1278545384
953	0.1277808479
954	0.1276655409
955	0.1275640595
956	0.1274098718
957	0.1272875423
958	0.12714916
959	0.1270442823
960	0.1268512561
961	0.1266900041
962	0.1265735247
963	0.1263637609
964	0.1261910563
965	0.1261392927
966	0.1260357988
967	0.1258222791
968	0.1256819918
969	0.1256443949
970	0.1255808164
971	0.1255345302
972	0.1253783142
973	0.1253233029
974	0.1252509026
975	0.1249702614
976	0.1247935891
977	0.1246435828
978	0.1245780374
979	0.1244885942
980	0.1244502215
981	0.1243480963
982	0.1241817991
983	0.1239129273
984	0.1237576017
985	0.12359634
986	0.1235494258
987	0.1231746498
988	0.1230932719
989	0.1229554579
990	0.122857361
991	0.1226568038
992	0.1225508256
993	0.1224175075
994	0.1221965926
995	0.1221548582
996	0.1220460381
997	0.1218138099
998	0.1216052402
999	0.1214682956
1000	0.1212973171
1001	0.121137636
1002	0.1208622665
1003	0.1207157558
1004	0.1205422912
1005	0.1204631961
1006	0.1203046307
1007	0.1200942768
1008	0.1200667459
1009	0.1200108587
1010	0.1198574195
1011	0.1197828156
1012	0.1196525947
1013	0.1194517874
1014	0.1192545571
1015	0.1191127818
1016	0.1190634545
1017	0.1189617303
1018	0.1188219807
1019	0.1186522468
1020	0.1185136315
1021	0.1183964106
1022	0.1182574237
1023	0.1182163746
1024	0.1180467731
1025	0.1180007874
1026	0.1179147112
1027	0.117780902
1028	0.1176167336
1029	0.1174480641
1030	0.1173664878
1031	0.1172003594
1032	0.1171459588
1033	0.117046637
1034	0.1168165548
1035	0.1166555408
1036	0.1164897589
1037	0.1164117764
1038	0.1163324664
1039	0.1161619397
1040	0.1158682828
1041	0.115788573
1042	0.1155861141
1043	0.1154073194
1044	0.1153723461
1045	0.1153440393
1046	0.1152381232
1047	0.1150671268
1048	0.1149477551
1049	0.1148364486
1050	0.1147434075
1051	0.1146191697
1052	0.1145665813
1053	0.1144164971
1054	0.1142814696
1055	0.1141032527
1056	0.1139604134
1057	0.1138547857
1058	0.1137755035
1059	0.113691352
1060	0.1136268618
1061	0.113488149
1062	0.1134040267
1063	0.1132849391
1064	0.1131282802
1065	0.1129726663
1066	0.1128896768
1067	0.1127157233
1068	0.1125178581
1069	0.1124455074
1070	0.112339559
1071	0.1121986994
1072	0.1119282899
1073	0.1118774403
1074	0.1116550978
1075	0.1115475639
1076	0.1114042212
1077	0.1113002838
1078	0.1111938282
1079	0.1111255367
1080	0.1109689516
1081	0.1108717923
1082	0.1107708105
1083	0.1107399526
1084	0.1105575488
1085	0.1103904736
1086	0.1102761724
1087	0.1101801093
1088	0.1101444991
1089	0.1100504174
1090	0.1099275289
1091	0.1098956152
1092	0.1097156707
1093	0.1096619361
1094	0.1094994654
1095	0.1092997367
1096	0.1091590347
1097	0.1090651692
1098	0.1088056352
1099	0.1087246986
1100	0.1085082734
1101	0.108372195
1102	0.1082965793
1103	0.1082575093
1104	0.1081506742
1105	0.1079421229
1106	0.1078454283
1107	0.1077265719
1108	0.1075146489
1109	0.1074431992
1110	0.1073418872
1111	0.10725478
1112	0.1072105915
1113	0.1071666679
1114	0.1071033461
1115	0.107017213
1116	0.1068457466
1117	0.1066930798
1118	0.1066186381
1119	0.1065037457
1120	0.1064371762
1121	0.106325875
1122	0.106189355
1123	0.1061303269
1124	0.105938657
1125	0.1058507434
1126	0.1057448122
1127	0.1056718147
1128	0.1055614371
1129	0.1053551807
1130	0.1052543392
1131	0.1052159017
1132	0.1050329507
1133	0.1049663654
1134	0.1048973978
1135	0.1048339162
1136	0.1047149104
1137	0.1046859124
1138	0.1045612359
1139	0.1044425808
1140	0.1042728883
1141	0.1041279688
1142	0.1039834777
1143	0.1038405158
1144	0.1036826981
1145	0.1036415811
1146	0.1034955561
1147	0.103351912
1148	0.1032319786
1149	0.1031511404
1150	0.1030590867
1151	0.1030426834
1152	0.1029442803
1153	0.1027865828
1154	0.1027074202
1155	0.102631313
1156	0.1024934468
1157	0.1024492461
1158	0.1023142365
1159	0.1021638211
1160	0.1020214914
1161	0.1019670224
1162	0.1019486997
1163	0.1018809699
1164	0.1018331579
1165	0.1016606356
1166	0.1014588338
1167	0.101304504
1168	0.1012141013
1169	0.1011182439
1170	0.1009755859
1171	0.100894162
1172	0.1008030437
1173	0.1007029895
1174	0.1005620243
1175	0.1004164665
1176	0.1002248273
1177	0.1001048978
1178	0.0999956823
1179	0.09991055929
1180	0.09979513283
1181	0.0996908633
1182	0.09965750202
1183	0.09953239597
1184	0.09950574037
1185	0.09938345403
1186	0.09936068156
1187	0.09925260968
1188	0.09921553552
1189	0.09907721468
1190	0.09896038866
1191	0.09885716292
1192	0.09872427128
1193	0.09858946369
1194	0.09856511868
1195	0.09841709548
1196	0.09828579591
1197	0.09814732277
1198	0.09795790844
1199	0.09790622939
1200	0.09777531016
1201	0.09770626034
1202	0.09759657679
1203	0.09755586518
1204	0.09750713846
1205	0.09747871754
1206	0.09739065447
1207	0.09728841828
1208	0.09714105097
1209	0.09709110243
1210	0.09691847457
1211	0.09685819273
1212	0.09680266427
1213	0.09665888375
1214	0.09655260535
1215	0.09637954069
1216	0.0963022363
1217	0.09623559909
1218	0.09615157234
1219	0.09610085699
1220	0.09604126476
1221	0.09590123485
1222	0.09583262442
1223	0.09575921358
1224	0.09570340377
1225	0.09557734737
1226	0.0954593618
1227	0.0954135725
1228	0.09528721078
1229	0.09519390519
1230	0.09508304049
1231	0.09494860974
1232	0.09490432629
1233	0.09488732081
1234	0.09485332602
1235	0.09479486715
1236	0.09476133003
1237	0.09463797596
1238	0.0945232046
1239	0.09436394879
1240	0.09424715441
1241	0.09418775087
1242	0.0941018384
1243	0.0940460818
1244	0.09394797652
1245	0.09382849859
1246	0.09368544149
1247	0.09352725915
1248	0.09339663327
1249	0.09324612898
1250	0.0931386893
1251	0.09299498163
1252	0.0928984384
1253	0.09283062789
1254	0.09277964168
1255	0.09263547597
1256	0.09260374873
1257	0.09256559573
1258	0.09252298266
1259	0.09248898113
1260	0.09244513257
1261	0.09240866511
1262	0.09234052083
1263	0.09223929561
1264	0.092155796
1265	0.09203972625
1266	0.09191751912
1267	0.09190366558
1268	0.09182704786
1269	0.0917604165
1270	0.09168690207
1271	0.09162820374
1272	0.09149698848
1273	0.09140519138
1274	0.09134122368
1275	0.09127639578
1276	0.09116907237
1277	0.09106758575
1278	0.09096811341
1279	0.09082922872
1280	0.0907629203
1281	0.09068302311
1282	0.09056081646
1283	0.09044634686
1284	0.09025353554
1285	0.09004991113
1286	0.08999867279
1287	0.0899390357
1288	0.08987574033
1289	0.08974425151
1290	0.08963720408
1291	0.08960365144
1292	0.08956738983
1293	0.08945441768
1294	0.0893487473
1295	0.08926509101
1296	0.08914200045
1297	0.08911457396
1298	0.08904190697
1299	0.08893611497
1300	0.08873509602
1301	0.08862728826
1302	0.08856148931
1303	0.08849831938
1304	0.08844061913
1305	0.08837782152
1306	0.08832961931
1307	0.08819735778
1308	0.0881019289
1309	0.08795860682
1310	0.08788491387
1311	0.08781247202
1312	0.0877413197
1313	0.08766884999
1314	0.08759207708
1315	0.08755013015
1316	0.08745915478
1317	0.0873945239
1318	0.08730073294
1319	0.08728010898
1320	0.08713799589
1321	0.08704034379
1322	0.08694633664
1323	0.08686281922
1324	0.08677694105
1325	0.08672801703
1326	0.08658495202
1327	0.08649348212
1328	0.08643900861
1329	0.08630720493
1330	0.0862648671
1331	0.08620098148
1332	0.08615270921
1333	0.08602744242
1334	0.08595108571
1335	0.08586186805
1336	0.08576498796
1337	0.08574039667
1338	0.08565781911
1339	0.08559153803
1340	0.08543141387
1341	0.08532852373
1342	0.08521682099
1343	0.08516097309
1344	0.08504678231
1345	0.08500982317
1346	0.08497045202
1347	0.08489781574
1348	0.08486522966
1349	0.08476188575
1350	0.08469655919
1351	0.08461799508
1352	0.08454164211
1353	0.08446257489
1354	0.08443980452
1355	0.08435082173
1356	0.08420934107
1357	0.0841043369
1358	0.08402373781
1359	0.08392515117
1360	0.08382155607
1361	0.0837247964
1362	0.08367474221
1363	0.08357067288
1364	0.08352321243
1365	0.08343021966
1366	0.0833660563
1367	0.0833139644
1368	0.08319134133
1369	0.08313330136
1370	0.08307285283
1371	0.08297138165
1372	0.08286003676
1373	0.08277924299
1374	0.08263921443
1375	0.0825362281
1376	0.08244841564
1377	0.08238270146
1378	0.08225342475
1379	0.08222285376
1380	0.08217101492
1381	0.08210206455
1382	0.08203364106
1383	0.08201717767
1384	0.08195400068
1385	0.08182215696
1386	0.08178794133
1387	0.08173347136
1388	0.08163008822
1389	0.08151753309
1390	0.08143343916
1391	0.08130800846
1392	0.08112712633
1393	0.0810222466
1394	0.08096903904
1395	0.0808773642
1396	0.08080450991
1397	0.0807382267
1398	0.08066164135
1399	0.08064922796
1400	0.08058504087
1401	0.08055291828
1402	0.08044059357
1403	0.08036475713
1404	0.08026082002
1405	0.08018958994
1406	0.08009893699
1407	0.08005372594
1408	0.07997358097
1409	0.07995675506
1410	0.07985346273
1411	0.07976552371
1412	0.07969278773
1413	0.07965186708
1414	0.07961502503
1415	0.07952339639
1416	0.07937852485
1417	0.07924878272
1418	0.07913417137
1419	0.07909910462
1420	0.07902549005
1421	0.07897566931
1422	0.07891976259
1423	0.07882155747
1424	0.07872887946
1425	0.07865579562
1426	0.0785795157
1427	0.07852813749
1428	0.0784491361
1429	0.07836449498
1430	0.07826446829
1431	0.07819282865
1432	0.07815944268
1433	0.07810503321
1434	0.07800339035
1435	0.07786941495
1436	0.07781702251
1437	0.07772812472
1438	0.07762878438
1439	0.07755457707
1440	0.07747454852
1441	0.07740796711
1442	0.07728485856
1443	0.07718423099
1444	0.077101297
1445	0.07701862217
1446	0.07687057977
1447	0.07674798999
1448	0.07662472664
1449	0.07656515173
1450	0.07644114923
1451	0.07638867528
1452	0.07635765214
1453	0.07629015145
1454	0.07626050045
1455	0.07619744302
1456	0.07610907268
1457	0.07609334451
1458	0.07600766141
1459	0.07593108772
1460	0.07584568684
1461	0.07577139664
1462	0.07570635792
1463	0.07561973014
1464	0.07551251353
1465	0.0754609811
1466	0.07540039911
1467	0.07536381297
1468	0.07525705085
1469	0.07522320337
1470	0.07519502628
1471	0.07512857582
1472	0.07503346915
1473	0.07500996394
1474	0.07496227425
1475	0.0749153986
1476	0.07481270704
1477	0.07473587266
1478	0.07466788009
1479	0.07460462741
1480	0.0745689944
1481	0.07450558122
1482	0.07448675511
1483	0.07440630896
1484	0.07435235333
1485	0.07427948392
1486	0.07418301418
1487	0.07411167626
1488	0.07401616523
1489	0.07398971166
1490	0.07392185552
1491	0.07382771138
1492	0.07380760462
1493	0.07371420789
1494	0.07365676388
1495	0.07363925978
1496	0.07358485267
1497	0.0735368183
1498	0.07347549103
1499	0.07340518578
1500	0.07335892742
1501	0.0733194831
1502	0.07328192258
1503	0.07322704442
1504	0.07311755263
1505	0.07307507245
1506	0.07303204768
1507	0.072942765
1508	0.07288468614
1509	0.07282757317
1510	0.07281012592
1511	0.07274076337
