iter	Passed	Remaining
1668	19662	39241
1669	19673	39229
1670	19685	39217
1671	19696	39205
1672	19708	39193
1673	19720	39181
1674	19732	39169
1675	19742	39155
1676	19754	39143
1677	19765	39130
1678	19778	39120
1679	19790	39109
1680	19802	39098
1681	19814	39086
1682	19825	39073
1683	19836	39061
1684	19848	39049
1685	19859	39035
1686	19871	39024
1687	19883	39013
1688	19894	38999
1689	19905	38986
1690	19916	38972
1691	19927	38959
1692	19938	38946
1693	19949	38932
1694	19960	38920
1695	19972	38908
1696	19982	38894
1697	19994	38881
1698	20006	38869
1699	20017	38858
1700	20029	38846
1701	20041	38834
1702	20053	38822
1703	20064	38810
1704	20076	38797
1705	20087	38786
1706	20099	38774
1707	20112	38764
1708	20123	38751
1709	20135	38740
1710	20147	38728
1711	20157	38713
1712	20168	38700
1713	20180	38688
1714	20192	38678
1715	20203	38664
1716	20214	38650
1717	20225	38638
1718	20238	38627
1719	20249	38616
1720	20260	38602
1721	20272	38590
1722	20284	38578
1723	20296	38567
1724	20308	38555
1725	20319	38544
1726	20331	38532
1727	20343	38520
1728	20354	38508
1729	20365	38494
1730	20376	38481
1731	20388	38470
1732	20400	38457
1733	20411	38445
1734	20423	38433
1735	20435	38421
1736	20446	38409
1737	20457	38396
1738	20469	38384
1739	20480	38372
1740	20492	38360
1741	20503	38346
1742	20514	38333
1743	20524	38319
1744	20536	38307
1745	20547	38293
1746	20558	38280
1747	20569	38268
1748	20582	38258
1749	20594	38247
1750	20607	38236
1751	20618	38224
1752	20629	38211
1753	20641	38199
1754	20652	38185
1755	20663	38173
1756	20675	38161
1757	20686	38148
1758	20697	38135
1759	20708	38122
1760	20719	38108
1761	20730	38096
1762	20741	38083
1763	20752	38070
1764	20764	38058
1765	20775	38044
1766	20786	38031
1767	20797	38019
1768	20809	38007
1769	20820	37993
1770	20831	37981
1771	20843	37969
1772	20855	37958
1773	20867	37947
1774	20880	37937
1775	20892	37925
1776	20904	37914
1777	20915	37902
1778	20927	37889
1779	20937	37876
1780	20948	37862
1781	20960	37851
1782	20973	37841
1783	20983	37827
1784	20995	37815
1785	21006	37801
1786	21018	37790
1787	21029	37778
1788	21041	37766
1789	21052	37752
1790	21064	37741
1791	21076	37729
1792	21088	37718
1793	21098	37705
1794	21110	37692
1795	21121	37680
1796	21133	37668
1797	21145	37656
1798	21156	37644
1799	21168	37632
1800	21180	37621
1801	21192	37609
1802	21203	37597
1803	21216	37587
1804	21227	37574
1805	21238	37561
1806	21250	37549
1807	21261	37536
1808	21272	37524
1809	21284	37512
1810	21295	37499
1811	21307	37488
1812	21319	37477
1813	21331	37465
1814	21342	37452
1815	21355	37442
1816	21366	37430
1817	21378	37418
1818	21390	37407
1819	21403	37396
1820	21415	37386
1821	21427	37373
1822	21438	37360
1823	21450	37349
1824	21461	37337
1825	21473	37325
1826	21484	37312
1827	21496	37300
1828	21507	37288
1829	21518	37275
1830	21529	37262
1831	21541	37250
1832	21553	37238
1833	21565	37228
1834	21577	37216
1835	21589	37205
1836	21601	37193
1837	21612	37181
1838	21624	37169
1839	21635	37157
1840	21648	37146
1841	21659	37133
1842	21670	37120
1843	21681	37108
1844	21693	37097
1845	21704	37083
1846	21715	37070
1847	21727	37058
1848	21738	37045
1849	21749	37033
1850	21761	37022
1851	21772	37008
1852	21783	36995
1853	21795	36983
1854	21806	36971
1855	21818	36959
1856	21830	36948
1857	21842	36936
1858	21853	36923
1859	21864	36911
1860	21875	36898
1861	21887	36887
1862	21899	36875
1863	21910	36862
1864	21921	36849
1865	21932	36836
1866	21944	36825
1867	21955	36812
1868	21966	36799
1869	21978	36787
1870	21989	36774
1871	22000	36761
1872	22012	36749
1873	22023	36737
1874	22034	36724
1875	22046	36712
1876	22058	36702
1877	22070	36689
1878	22082	36679
1879	22094	36667
1880	22106	36655
1881	22117	36642
1882	22129	36631
1883	22140	36619
1884	22151	36606
1885	22163	36595
1886	22175	36582
1887	22186	36569
1888	22197	36557
1889	22208	36544
1890	22220	36533
1891	22231	36519
1892	22242	36507
1893	22254	36494
1894	22265	36482
1895	22276	36470
1896	22288	36458
1897	22299	36444
1898	22310	36432
1899	22322	36420
1900	22332	36406
1901	22343	36393
1902	22355	36381
1903	22366	36368
1904	22377	36355
1905	22389	36344
1906	22400	36331
1907	22412	36320
1908	22424	36309
1909	22435	36296
1910	22447	36285
1911	22460	36274
1912	22472	36263
1913	22483	36250
1914	22494	36237
1915	22505	36225
1916	22516	36211
1917	22527	36199
1918	22539	36188
1919	22551	36177
1920	22563	36165
1921	22576	36154
1922	22587	36141
1923	22598	36129
1924	22610	36118
1925	22622	36106
1926	22634	36095
1927	22646	36083
1928	22658	36071
1929	22669	36059
1930	22681	36048
1931	22693	36036
1932	22704	36023
1933	22715	36011
1934	22726	35998
1935	22737	35984
1936	22748	35972
1937	22759	35959
1938	22771	35948
1939	22782	35935
1940	22793	35922
1941	22804	35909
1942	22815	35897
1943	22828	35886
1944	22839	35874
1945	22851	35862
1946	22862	35849
1947	22873	35837
1948	22884	35824
1949	22896	35812
1950	22908	35801
1951	22919	35788
1952	22930	35775
1953	22943	35764
1954	22954	35751
1955	22964	35738
1956	22975	35725
1957	22987	35713
1958	22998	35701
1959	23010	35689
1960	23020	35676
1961	23031	35662
1962	23043	35650
1963	23054	35637
1964	23065	35625
1965	23079	35616
1966	23091	35605
1967	23102	35592
1968	23113	35580
1969	23125	35567
1970	23136	35555
1971	23147	35543
1972	23158	35530
1973	23170	35519
1974	23182	35507
1975	23193	35494
1976	23204	35482
1977	23215	35469
1978	23227	35458
1979	23239	35446
1980	23252	35435
1981	23263	35422
1982	23274	35411
1983	23286	35398
1984	23297	35385
1985	23308	35372
1986	23318	35359
1987	23330	35347
1988	23341	35334
1989	23353	35323
1990	23364	35310
1991	23375	35298
1992	23387	35286
1993	23398	35273
1994	23409	35260
1995	23421	35249
1996	23433	35238
1997	23445	35226
1998	23456	35214
1999	23469	35203
2000	23480	35192
2001	23492	35180
2002	23504	35168
2003	23515	35155
2004	23526	35143
2005	23539	35132
2006	23549	35119
2007	23562	35108
2008	23572	35095
2009	23585	35084
2010	23596	35072
2011	23608	35061
2012	23621	35050
2013	23632	35038
2014	23643	35024
2015	23654	35012
2016	23666	35001
2017	23677	34988
2018	23689	34976
2019	23701	34966
2020	23713	34954
2021	23725	34942
2022	23737	34930
2023	23749	34919
2024	23760	34906
2025	23771	34894
2026	23783	34882
2027	23794	34870
2028	23806	34859
2029	23819	34849
2030	23831	34838
2031	23843	34826
2032	23855	34814
2033	23866	34802
2034	23878	34790
2035	23889	34778
2036	23901	34766
2037	23912	34754
2038	23923	34741
2039	23935	34729
2040	23946	34717
2041	23958	34705
2042	23970	34693
2043	23981	34681
2044	23993	34669
2045	24004	34657
2046	24014	34643
2047	24025	34631
2048	24043	34628
2049	24055	34616
2050	24067	34605
2051	24079	34593
2052	24090	34581
2053	24102	34569
2054	24113	34556
2055	24123	34543
2056	24135	34531
2057	24147	34519
2058	24158	34507
2059	24171	34496
2060	24182	34484
2061	24194	34472
2062	24206	34461
2063	24218	34449
2064	24228	34436
2065	24240	34424
2066	24252	34413
2067	24263	34401
2068	24275	34389
2069	24287	34377
2070	24298	34365
2071	24310	34354
2072	24321	34341
2073	24333	34329
2074	24345	34317
2075	24356	34305
2076	24367	34292
2077	24378	34280
2078	24390	34268
2079	24401	34256
2080	24412	34243
2081	24425	34232
2082	24436	34221
2083	24448	34209
2084	24459	34196
2085	24471	34185
2086	24482	34171
2087	24494	34160
2088	24506	34149
2089	24517	34136
2090	24528	34124
2091	24540	34112
2092	24552	34101
2093	24563	34088
2094	24574	34076
2095	24586	34064
2096	24597	34052
2097	24608	34038
2098	24619	34026
2099	24631	34015
2100	24643	34002
2101	24654	33991
2102	24666	33979
2103	24678	33967
2104	24689	33955
2105	24700	33943
2106	24712	33931
2107	24724	33920
2108	24735	33906
2109	24746	33894
2110	24758	33882
2111	24769	33870
2112	24780	33858
2113	24792	33846
2114	24804	33835
2115	24816	33823
2116	24828	33812
2117	24840	33801
2118	24852	33789
2119	24863	33776
2120	24875	33766
2121	24887	33753
2122	24898	33741
2123	24909	33728
2124	24922	33718
2125	24933	33706
2126	24944	33693
2127	24956	33682
2128	24967	33669
2129	24978	33656
2130	24990	33645
2131	25002	33633
2132	25013	33621
2133	25026	33611
2134	25038	33599
2135	25050	33588
2136	25061	33575
2137	25074	33565
2138	25086	33553
2139	25097	33542
2140	25109	33530
2141	25121	33518
2142	25133	33507
2143	25145	33496
2144	25156	33483
2145	25168	33472
2146	25179	33459
2147	25191	33448
2148	25203	33436
2149	25214	33424
2150	25225	33411
2151	25237	33400
2152	25249	33388
2153	25261	33377
2154	25273	33365
2155	25284	33352
2156	25294	33339
2157	25306	33327
2158	25316	33314
2159	25328	33302
2160	25340	33290
2161	25351	33278
2162	25363	33266
2163	25374	33254
2164	25386	33243
2165	25398	33231
2166	25409	33219
2167	25420	33206
2168	25432	33194
2169	25443	33182
2170	25454	33169
2171	25465	33156
2172	25477	33144
2173	25488	33133
2174	25500	33121
2175	25511	33108
2176	25521	33094
2177	25533	33082
2178	25545	33071
2179	25555	33058
2180	25568	33047
2181	25580	33036
2182	25592	33024
2183	25603	33011
2184	25614	32999
2185	25625	32987
2186	25636	32974
2187	25647	32962
2188	25659	32950
2189	25670	32938
2190	25681	32925
2191	25693	32914
2192	25705	32903
2193	25716	32890
2194	25728	32878
2195	25741	32867
2196	25752	32855
2197	25763	32843
2198	25774	32831
2199	25786	32819
2200	25798	32807
2201	25809	32795
2202	25820	32782
2203	25831	32769
2204	25842	32757
2205	25854	32746
2206	25865	32733
2207	25877	32722
2208	25889	32710
2209	25901	32699
2210	25912	32686
2211	25923	32673
2212	25935	32662
2213	25947	32651
2214	25958	32638
2215	25969	32625
2216	25980	32613
2217	25990	32599
2218	26002	32587
2219	26015	32577
2220	26027	32566
2221	26038	32554
2222	26050	32542
2223	26062	32530
2224	26074	32519
2225	26087	32509
2226	26098	32497
2227	26110	32485
2228	26123	32475
2229	26134	32462
2230	26145	32450
2231	26156	32437
2232	26167	32425
2233	26179	32413
2234	26191	32402
2235	26202	32390
2236	26213	32377
2237	26225	32366
2238	26237	32354
2239	26248	32341
2240	26259	32329
2241	26271	32317
2242	26282	32304
2243	26294	32293
2244	26304	32280
2245	26315	32268
2246	26327	32256
2247	26338	32244
2248	26349	32231
2249	26361	32219
2250	26372	32206
2251	26383	32194
2252	26396	32183
2253	26407	32171
2254	26419	32160
2255	26430	32147
2256	26443	32137
2257	26454	32125
2258	26465	32112
2259	26476	32099
2260	26488	32088
2261	26500	32077
2262	26511	32064
2263	26522	32052
2264	26534	32040
2265	26546	32028
2266	26557	32016
2267	26569	32004
2268	26580	31992
2269	26592	31980
2270	26604	31969
2271	26614	31956
2272	26626	31944
2273	26639	31934
2274	26649	31921
2275	26660	31908
2276	26673	31898
2277	26684	31885
2278	26695	31873
2279	26707	31861
2280	26718	31848
2281	26730	31837
2282	26742	31826
2283	26754	31814
2284	26765	31802
2285	26776	31790
2286	26788	31778
2287	26800	31766
2288	26810	31753
2289	26822	31742
2290	26833	31729
2291	26844	31717
2292	26856	31705
2293	26868	31694
2294	26880	31682
2295	26893	31672
2296	26904	31660
2297	26916	31648
2298	26927	31636
2299	26938	31623
2300	26949	31611
2301	26960	31598
2302	26972	31586
2303	26983	31574
2304	26995	31563
2305	27007	31551
2306	27018	31539
2307	27030	31527
2308	27042	31516
2309	27054	31504
2310	27065	31492
2311	27078	31481
2312	27089	31470
2313	27100	31457
2314	27111	31445
2315	27123	31432
2316	27134	31421
2317	27145	31408
2318	27156	31396
2319	27167	31383
2320	27179	31372
2321	27190	31359
2322	27202	31348
2323	27214	31336
2324	27225	31323
2325	27236	31311
2326	27247	31299
2327	27258	31286
2328	27270	31275
2329	27281	31262
2330	27293	31251
2331	27304	31238
2332	27316	31226
2333	27328	31215
2334	27338	31202
2335	27350	31190
2336	27362	31178
2337	27372	31166
2338	27384	31154
2339	27395	31142
2340	27407	31130
2341	27419	31119
2342	27430	31106
2343	27441	31093
2344	27452	31081
2345	27464	31070
2346	27475	31057
2347	27487	31046
2348	27498	31033
2349	27509	31021
2350	27521	31009
2351	27533	30998
2352	27544	30986
2353	27555	30973
2354	27566	30961
2355	27578	30949
2356	27589	30937
2357	27601	30926
2358	27613	30914
2359	27624	30902
2360	27636	30890
2361	27648	30878
2362	27660	30867
2363	27672	30855
2364	27683	30844
2365	27695	30833
2366	27707	30821
2367	27718	30809
2368	27730	30797
2369	27741	30784
2370	27753	30773
2371	27764	30761
2372	27775	30748
2373	27786	30736
2374	27797	30723
2375	27808	30711
2376	27820	30699
2377	27831	30686
2378	27842	30674
2379	27853	30661
2380	27864	30649
2381	27875	30637
2382	27888	30626
2383	27899	30614
2384	27911	30602
2385	27923	30591
2386	27934	30579
2387	27945	30567
2388	27957	30555
2389	27968	30543
2390	27980	30531
2391	27991	30519
2392	28003	30507
2393	28014	30495
2394	28025	30483
2395	28037	30471
2396	28050	30460
2397	28061	30448
2398	28072	30436
2399	28083	30423
2400	28094	30411
2401	28106	30399
2402	28118	30388
2403	28129	30376
2404	28141	30364
2405	28153	30353
2406	28164	30341
2407	28177	30330
2408	28188	30318
2409	28199	30305
2410	28210	30293
2411	28222	30281
2412	28234	30270
2413	28246	30258
2414	28258	30247
2415	28270	30235
2416	28281	30223
2417	28292	30211
2418	28303	30199
2419	28315	30187
2420	28326	30175
2421	28337	30163
2422	28348	30150
2423	28360	30138
2424	28371	30126
2425	28381	30113
2426	28394	30102
2427	28406	30091
2428	28417	30078
2429	28428	30066
2430	28440	30055
2431	28451	30042
2432	28462	30030
2433	28474	30018
2434	28485	30006
2435	28497	29994
2436	28509	29983
2437	28520	29971
2438	28531	29958
2439	28542	29946
2440	28554	29935
2441	28566	29923
2442	28578	29912
2443	28590	29900
2444	28603	29889
2445	28614	29877
2446	28627	29867
2447	28638	29855
2448	28650	29843
2449	28661	29831
2450	28672	29819
2451	28684	29807
2452	28695	29794
2453	28706	29782
2454	28718	29771
2455	28731	29760
2456	28743	29749
2457	28754	29737
2458	28766	29725
2459	28778	29714
2460	28790	29702
2461	28801	29690
2462	28812	29678
2463	28824	29666
2464	28835	29654
2465	28847	29643
2466	28859	29631
2467	28870	29619
2468	28881	29607
2469	28893	29595
2470	28905	29583
2471	28916	29571
2472	28927	29559
2473	28939	29547
2474	28950	29535
2475	28963	29524
2476	28974	29512
2477	28986	29500
2478	28998	29489
2479	29009	29477
2480	29020	29464
2481	29031	29452
2482	29042	29440
2483	29054	29428
2484	29065	29416
2485	29078	29405
2486	29090	29394
2487	29102	29383
2488	29114	29371
2489	29125	29359
2490	29137	29348
2491	29149	29336
2492	29161	29324
2493	29172	29312
2494	29184	29301
2495	29196	29289
2496	29209	29279
2497	29221	29268
2498	29233	29257
2499	29244	29244
2500	29256	29233
2501	29267	29220
2502	29279	29209
2503	29291	29197
2504	29304	29187
2505	29317	29176
2506	29328	29164
2507	29339	29152
2508	29351	29141
2509	29364	29130
2510	29376	29118
2511	29387	29107
2512	29400	29096
2513	29413	29085
2514	29425	29074
2515	29437	29062
2516	29449	29051
2517	29460	29039
2518	29472	29027
2519	29484	29016
2520	29496	29005
2521	29507	28992
2522	29519	28980
2523	29531	28969
2524	29542	28957
2525	29554	28946
2526	29566	28934
2527	29579	28923
2528	29591	28912
2529	29603	28901
2530	29615	28889
2531	29627	28878
2532	29639	28866
2533	29650	28855
2534	29663	28844
2535	29674	28831
2536	29686	28820
2537	29698	28809
2538	29711	28798
2539	29722	28786
2540	29733	28774
2541	29744	28761
2542	29755	28749
2543	29769	28739
2544	29781	28728
2545	29792	28716
2546	29804	28704
2547	29816	28692
2548	29828	28681
2549	29840	28670
2550	29852	28659
2551	29864	28647
2552	29876	28635
2553	29889	28625
2554	29899	28612
2555	29910	28600
2556	29921	28587
2557	29932	28575
2558	29943	28563
2559	29956	28552
2560	29968	28540
2561	29979	28528
2562	29991	28516
2563	30002	28505
2564	30015	28493
2565	30026	28481
2566	30038	28470
2567	30049	28458
2568	30060	28445
2569	30073	28434
2570	30085	28423
2571	30097	28412
2572	30107	28399
2573	30119	28388
2574	30131	28376
2575	30143	28365
2576	30155	28353
2577	30166	28340
2578	30177	28328
2579	30189	28316
2580	30199	28304
2581	30210	28291
2582	30222	28280
2583	30234	28268
2584	30245	28256
2585	30256	28243
2586	30267	28231
2587	30279	28219
2588	30290	28208
2589	30303	28197
2590	30315	28185
2591	30325	28173
2592	30337	28161
2593	30348	28148
2594	30359	28136
2595	30371	28124
2596	30383	28113
2597	30394	28101
2598	30406	28089
2599	30418	28078
2600	30430	28067
2601	30441	28054
2602	30452	28042
2603	30464	28030
2604	30474	28018
2605	30486	28006
2606	30497	27994
2607	30509	27982
2608	30520	27970
2609	30531	27958
2610	30544	27947
2611	30555	27934
2612	30566	27922
2613	30578	27911
2614	30591	27900
2615	30603	27889
2616	30615	27877
2617	30625	27865
2618	30637	27853
2619	30650	27842
2620	30661	27830
2621	30672	27818
2622	30683	27805
2623	30695	27794
2624	30706	27782
2625	30718	27770
2626	30730	27758
2627	30741	27746
2628	30752	27734
2629	30764	27723
2630	30776	27711
2631	30787	27699
2632	30798	27686
2633	30809	27675
2634	30821	27663
2635	30834	27652
2636	30846	27641
2637	30858	27629
2638	30869	27617
2639	30881	27606
2640	30892	27593
2641	30904	27582
2642	30916	27571
2643	30928	27559
2644	30940	27548
2645	30951	27535
2646	30962	27523
2647	30974	27512
2648	30985	27499
2649	30996	27487
2650	31008	27475
2651	31018	27463
2652	31029	27450
2653	31040	27438
2654	31052	27427
2655	31064	27415
2656	31076	27404
2657	31088	27392
2658	31100	27380
2659	31111	27368
2660	31122	27356
2661	31133	27344
2662	31144	27331
2663	31154	27319
2664	31167	27308
2665	31178	27295
2666	31190	27284
2667	31201	27272
2668	31213	27260
2669	31225	27249
2670	31237	27237
2671	31249	27225
2672	31261	27215
2673	31273	27203
2674	31285	27192
2675	31296	27179
2676	31307	27167
2677	31319	27156
2678	31331	27144
2679	31343	27133
2680	31355	27121
2681	31366	27109
2682	31377	27097
2683	31390	27086
2684	31401	27074
2685	31413	27062
2686	31425	27051
2687	31437	27039
2688	31448	27027
2689	31460	27015
2690	31470	27003
2691	31482	26991
2692	31493	26979
2693	31505	26967
2694	31515	26955
2695	31527	26943
2696	31539	26932
2697	31551	26920
2698	31563	26908
2699	31576	26898
2700	31587	26886
2701	31599	26874
2702	31610	26862
2703	31622	26850
2704	31633	26838
2705	31645	26827
2706	31656	26815
2707	31667	26803
2708	31678	26790
2709	31689	26778
2710	31699	26765
2711	31712	26754
2712	31724	26742
2713	31735	26730
2714	31747	26719
2715	31759	26708
2716	31772	26697
2717	31783	26685
2718	31796	26674
2719	31808	26663
2720	31819	26650
2721	31830	26638
2722	31842	26626
2723	31854	26615
2724	31865	26602
2725	31876	26591
2726	31888	26579
2727	31900	26567
2728	31911	26556
2729	31922	26543
2730	31934	26531
2731	31945	26519
2732	31956	26507
2733	31966	26494
2734	31977	26482
2735	31988	26470
2736	32000	26458
2737	32011	26446
2738	32023	26434
2739	32034	26422
2740	32045	26410
2741	32057	26399
2742	32069	26387
2743	32080	26375
2744	32092	26363
2745	32104	26352
2746	32114	26339
2747	32126	26327
2748	32138	26316
2749	32149	26304
2750	32161	26292
2751	32172	26280
2752	32184	26269
2753	32195	26256
2754	32207	26244
2755	32218	26233
2756	32231	26222
2757	32242	26209
2758	32253	26198
2759	32265	26186
2760	32276	26174
2761	32288	26162
2762	32300	26151
2763	32312	26139
2764	32323	26127
2765	32335	26116
2766	32347	26104
2767	32358	26092
2768	32370	26080
2769	32381	26069
2770	32393	26057
2771	32405	26045
2772	32416	26034
2773	32428	26022
2774	32439	26009
2775	32449	25997
2776	32461	25985
2777	32474	25974
2778	32487	25963
2779	32498	25951
2780	32509	25939
2781	32521	25928
2782	32533	25916
2783	32544	25904
2784	32555	25892
2785	32568	25881
2786	32580	25870
2787	32592	25858
2788	32604	25847
2789	32614	25834
2790	32625	25822
2791	32637	25810
2792	32649	25799
2793	32661	25787
2794	32672	25775
2795	32684	25764
2796	32696	25752
2797	32708	25740
2798	32720	25729
2799	32731	25717
2800	32741	25704
2801	32753	25692
2802	32764	25680
2803	32776	25669
2804	32787	25657
2805	32798	25644
2806	32809	25633
2807	32820	25620
2808	32832	25609
2809	32843	25596
2810	32854	25584
2811	32864	25571
2812	32876	25559
2813	32887	25547
2814	32899	25536
2815	32910	25524
2816	32921	25512
2817	32932	25500
2818	32945	25489
2819	32958	25478
2820	32970	25466
2821	32982	25455
2822	32994	25443
2823	33005	25432
2824	33016	25420
2825	33029	25408
2826	33040	25397
2827	33052	25385
2828	33063	25372
2829	33075	25361
2830	33086	25349
2831	33098	25338
2832	33109	25326
2833	33121	25314
2834	33132	25302
2835	33144	25290
2836	33155	25278
2837	33167	25267
2838	33179	25255
2839	33190	25243
2840	33201	25231
2841	33213	25219
2842	33224	25207
2843	33236	25196
2844	33248	25184
2845	33259	25172
2846	33271	25161
2847	33283	25149
2848	33295	25138
2849	33307	25126
2850	33318	25114
2851	33329	25102
2852	33341	25090
2853	33352	25078
2854	33363	25066
2855	33375	25055
2856	33387	25043
2857	33398	25031
2858	33410	25019
2859	33421	25007
2860	33434	24996
2861	33446	24985
2862	33456	24972
2863	33468	24961
2864	33480	24949
2865	33491	24937
2866	33502	24924
2867	33513	24913
2868	33524	24900
2869	33536	24889
2870	33547	24877
2871	33560	24866
2872	33572	24855
2873	33585	24844
2874	33597	24832
2875	33609	24821
2876	33619	24808
2877	33630	24796
2878	33643	24785
2879	33654	24773
2880	33666	24761
2881	33676	24749
2882	33687	24736
2883	33698	24724
2884	33710	24713
2885	33722	24701
2886	33733	24689
2887	33745	24677
2888	33757	24666
2889	33768	24654
2890	33779	24642
2891	33791	24630
2892	33802	24618
2893	33813	24606
2894	33825	24595
2895	33837	24583
2896	33848	24571
2897	33859	24559
2898	33871	24547
2899	33882	24535
2900	33894	24523
2901	33905	24511
2902	33916	24500
2903	33928	24488
2904	33939	24476
2905	33951	24464
2906	33962	24452
2907	33973	24440
2908	33986	24429
2909	33998	24417
2910	34009	24406
2911	34020	24393
2912	34031	24381
2913	34042	24369
2914	34054	24357
2915	34067	24347
2916	34079	24335
2917	34092	24324
2918	34104	24313
2919	34116	24301
2920	34127	24290
2921	34139	24278
2922	34151	24267
2923	34162	24255
2924	34173	24242
2925	34185	24230
2926	34196	24219
2927	34207	24206
2928	34218	24195
2929	34230	24183
2930	34242	24171
2931	34253	24159
2932	34265	24148
2933	34277	24136
2934	34289	24125
2935	34299	24112
2936	34310	24100
2937	34322	24088
2938	34333	24076
2939	34344	24064
2940	34355	24052
2941	34366	24040
2942	34377	24028
2943	34389	24016
2944	34400	24004
2945	34412	23992
2946	34423	23980
2947	34435	23969
2948	34446	23957
2949	34459	23946
2950	34470	23934
2951	34482	23922
2952	34493	23910
2953	34504	23898
2954	34516	23886
2955	34527	23874
2956	34538	23863
2957	34550	23851
2958	34561	23839
2959	34573	23827
2960	34585	23816
2961	34597	23804
2962	34609	23793
2963	34621	23781
2964	34633	23770
2965	34644	23758
2966	34657	23747
2967	34669	23735
2968	34682	23724
2969	34693	23713
2970	34705	23701
2971	34715	23689
2972	34727	23677
2973	34739	23665
2974	34751	23654
2975	34763	23642
2976	34774	23630
2977	34785	23618
2978	34796	23606
2979	34808	23594
2980	34819	23582
2981	34830	23571
2982	34841	23558
2983	34853	23546
2984	34864	23534
2985	34876	23523
2986	34887	23511
2987	34898	23499
2988	34910	23487
2989	34922	23476
2990	34934	23464
2991	34945	23452
2992	34956	23440
2993	34968	23429
2994	34980	23417
2995	34991	23405
2996	35004	23394
2997	35016	23383
2998	35027	23371
2999	35038	23359
3000	35050	23347
3001	35061	23335
3002	35072	23323
3003	35084	23312
3004	35096	23300
3005	35107	23288
3006	35119	23276
3007	35130	23264
3008	35142	23253
3009	35153	23241
3010	35165	23229
3011	35176	23217
3012	35189	23206
3013	35202	23195
3014	35213	23183
3015	35226	23172
3016	35238	23161
3017	35249	23149
3018	35262	23138
3019	35273	23126
3020	35285	23114
3021	35297	23103
3022	35308	23090
3023	35319	23079
3024	35330	23067
3025	35342	23055
3026	35354	23043
3027	35366	23032
3028	35377	23020
3029	35388	23008
3030	35401	22997
3031	35413	22986
3032	35425	22974
3033	35437	22963
3034	35449	22951
3035	35461	22940
3036	35474	22929
3037	35486	22917
3038	35498	22906
3039	35509	22894
3040	35520	22881
3041	35531	22870
3042	35542	22857
3043	35554	22846
3044	35565	22834
3045	35578	22823
3046	35589	22811
3047	35601	22799
3048	35613	22788
3049	35625	22776
3050	35637	22765
3051	35648	22753
3052	35660	22741
3053	35671	22729
3054	35683	22718
3055	35695	22706
3056	35706	22694
3057	35718	22683
3058	35730	22671
3059	35741	22659
3060	35753	22647
3061	35764	22636
3062	35775	22623
3063	35786	22612
3064	35798	22600
3065	35810	22589
3066	35822	22577
3067	35834	22565
3068	35847	22554
3069	35857	22542
3070	35868	22530
3071	35880	22518
3072	35892	22507
3073	35904	22495
3074	35915	22483
3075	35927	22472
3076	35939	22460
3077	35950	22448
3078	35962	22437
3079	35974	22425
3080	35985	22413
3081	35996	22401
3082	36008	22390
3083	36021	22378
3084	36032	22367
3085	36043	22354
3086	36054	22342
3087	36066	22331
3088	36077	22319
3089	36088	22307
3090	36100	22295
3091	36111	22283
3092	36123	22271
3093	36134	22259
3094	36145	22247
3095	36157	22236
3096	36168	22224
3097	36180	22212
3098	36191	22200
3099	36203	22188
3100	36214	22176
3101	36226	22165
3102	36237	22153
3103	36249	22142
3104	36260	22130
3105	36273	22119
3106	36285	22107
3107	36297	22096
3108	36309	22084
3109	36320	22072
3110	36331	22060
3111	36343	22049
3112	36355	22037
3113	36367	22026
3114	36379	22014
3115	36390	22002
3116	36402	21990
3117	36413	21978
3118	36425	21967
3119	36435	21954
3120	36446	21942
3121	36457	21930
3122	36469	21919
3123	36481	21907
3124	36493	21896
3125	36504	21884
3126	36516	21872
3127	36527	21860
3128	36538	21848
3129	36549	21836
3130	36562	21825
3131	36574	21813
3132	36586	21802
3133	36597	21790
3134	36609	21778
3135	36620	21766
3136	36631	21754
3137	36643	21743
3138	36654	21730
3139	36666	21719
3140	36677	21707
3141	36688	21695
3142	36699	21683
3143	36711	21671
3144	36722	21660
3145	36734	21648
3146	36746	21636
3147	36758	21625
3148	36770	21613
3149	36781	21601
3150	36793	21590
3151	36805	21578
3152	36816	21566
3153	36827	21554
3154	36839	21543
3155	36851	21531
3156	36863	21520
3157	36875	21508
3158	36886	21496
3159	36896	21484
3160	36908	21472
3161	36921	21461
3162	36932	21449
3163	36943	21437
3164	36955	21426
3165	36967	21414
3166	36978	21402
3167	36989	21390
3168	37001	21378
3169	37013	21367
3170	37025	21355
3171	37036	21343
3172	37048	21332
3173	37060	21320
3174	37071	21308
3175	37082	21296
3176	37094	21285
3177	37107	21274
3178	37117	21261
3179	37129	21250
3180	37141	21238
3181	37152	21226
3182	37164	21215
3183	37175	21203
3184	37186	21190
3185	37198	21179
3186	37210	21167
3187	37221	21155
3188	37232	21143
3189	37243	21131
3190	37255	21120
3191	37266	21108
3192	37278	21096
3193	37289	21084
3194	37301	21073
3195	37313	21061
3196	37324	21049
3197	37336	21038
3198	37347	21026
3199	37359	21014
3200	37370	21002
3201	37383	20991
3202	37395	20980
3203	37408	20969
3204	37419	20957
3205	37431	20945
3206	37442	20933
3207	37455	20922
3208	37467	20911
3209	37478	20899
3210	37489	20887
3211	37501	20875
3212	37512	20863
3213	37525	20852
3214	37536	20840
3215	37548	20829
3216	37560	20817
3217	37572	20806
3218	37584	20794
3219	37596	20782
3220	37608	20771
3221	37619	20759
